Time,Driver,LapNumber,LapTime,Compound,TyreLife,Stint,TrackStatus,PitInTime,PitOutTime,LapTimeSeconds,Year,GrandPrix
0 days 02:25:32.083000,DOO,53.0,0 days 00:01:38.434000,HARD,25.0,3.0,1,,,98.434,2025,Bahrain
0 days 02:27:10.640000,DOO,54.0,0 days 00:01:38.557000,HARD,26.0,3.0,1,,,98.557,2025,Bahrain
0 days 02:28:49.197000,DOO,55.0,0 days 00:01:38.557000,HARD,27.0,3.0,1,,,98.557,2025,Bahrain
0 days 02:30:28.008000,DOO,56.0,0 days 00:01:38.811000,HARD,28.0,3.0,1,,,98.811,2025,Bahrain
0 days 02:32:07.375000,DOO,57.0,0 days 00:01:39.367000,HARD,29.0,3.0,1,,,99.367,2025,Bahrain
0 days 00:57:20.920000,ALO,1.0,0 days 00:01:45.786000,MEDIUM,1.0,1.0,1,,,105.786,2025,Bahrain
0 days 00:59:01.434000,ALO,2.0,0 days 00:01:40.514000,MEDIUM,2.0,1.0,1,,,100.514,2025,Bahrain
0 days 01:00:41.451000,ALO,3.0,0 days 00:01:40.017000,MEDIUM,3.0,1.0,1,,,100.017,2025,Bahrain
0 days 01:02:20.769000,ALO,4.0,0 days 00:01:39.318000,MEDIUM,4.0,1.0,1,,,99.318,2025,Bahrain
0 days 01:04:01.324000,ALO,5.0,0 days 00:01:40.555000,MEDIUM,5.0,1.0,1,,,100.555,2025,Bahrain
0 days 01:05:40.913000,ALO,6.0,0 days 00:01:39.589000,MEDIUM,6.0,1.0,1,,,99.589,2025,Bahrain
0 days 01:07:20.832000,ALO,7.0,0 days 00:01:39.919000,MEDIUM,7.0,1.0,1,,,99.919,2025,Bahrain
0 days 01:09:01.027000,ALO,8.0,0 days 00:01:40.195000,MEDIUM,8.0,1.0,1,,,100.195,2025,Bahrain
0 days 01:10:41.261000,ALO,9.0,0 days 00:01:40.234000,MEDIUM,9.0,1.0,1,,,100.234,2025,Bahrain
0 days 01:12:21.630000,ALO,10.0,0 days 00:01:40.369000,MEDIUM,10.0,1.0,1,,,100.369,2025,Bahrain
0 days 01:14:01.641000,ALO,11.0,0 days 00:01:40.011000,MEDIUM,11.0,1.0,1,,,100.011,2025,Bahrain
0 days 01:15:41.615000,ALO,12.0,0 days 00:01:39.974000,MEDIUM,12.0,1.0,1,,,99.974,2025,Bahrain
0 days 01:17:21.366000,ALO,13.0,0 days 00:01:39.751000,MEDIUM,13.0,1.0,1,,,99.751,2025,Bahrain
0 days 01:19:01.997000,ALO,14.0,0 days 00:01:40.631000,MEDIUM,14.0,1.0,1,,,100.631,2025,Bahrain
0 days 01:20:42.458000,ALO,15.0,0 days 00:01:40.461000,MEDIUM,15.0,1.0,1,,,100.461,2025,Bahrain
0 days 01:22:26.025000,ALO,16.0,0 days 00:01:43.567000,MEDIUM,16.0,1.0,1,0 days 01:22:24.299000,,103.567,2025,Bahrain
0 days 01:24:24.314000,ALO,17.0,0 days 00:01:58.289000,MEDIUM,1.0,2.0,1,,0 days 01:22:49.257000,118.289,2025,Bahrain
0 days 01:26:02.453000,ALO,18.0,0 days 00:01:38.139000,MEDIUM,2.0,2.0,1,,,98.139,2025,Bahrain
0 days 01:27:40.408000,ALO,19.0,0 days 00:01:37.955000,MEDIUM,3.0,2.0,1,,,97.955,2025,Bahrain
0 days 01:29:18.882000,ALO,20.0,0 days 00:01:38.474000,MEDIUM,4.0,2.0,1,,,98.474,2025,Bahrain
0 days 01:30:57.883000,ALO,21.0,0 days 00:01:39.001000,MEDIUM,5.0,2.0,1,,,99.001,2025,Bahrain
0 days 01:32:36.432000,ALO,22.0,0 days 00:01:38.549000,MEDIUM,6.0,2.0,1,,,98.549,2025,Bahrain
0 days 01:34:14.940000,ALO,23.0,0 days 00:01:38.508000,MEDIUM,7.0,2.0,1,,,98.508,2025,Bahrain
0 days 01:35:53.699000,ALO,24.0,0 days 00:01:38.759000,MEDIUM,8.0,2.0,1,,,98.759,2025,Bahrain
0 days 01:37:32.898000,ALO,25.0,0 days 00:01:39.199000,MEDIUM,9.0,2.0,1,,,99.199,2025,Bahrain
0 days 01:39:11.209000,ALO,26.0,0 days 00:01:38.311000,MEDIUM,10.0,2.0,1,,,98.311,2025,Bahrain
0 days 01:40:49.888000,ALO,27.0,0 days 00:01:38.679000,MEDIUM,11.0,2.0,1,,,98.679,2025,Bahrain
0 days 01:42:28.785000,ALO,28.0,0 days 00:01:38.897000,MEDIUM,12.0,2.0,1,,,98.897,2025,Bahrain
0 days 01:44:07.487000,ALO,29.0,0 days 00:01:38.702000,MEDIUM,13.0,2.0,1,,,98.702,2025,Bahrain
0 days 01:45:45.964000,ALO,30.0,0 days 00:01:38.477000,MEDIUM,14.0,2.0,1,,,98.477,2025,Bahrain
0 days 01:47:26.145000,ALO,31.0,0 days 00:01:40.181000,MEDIUM,15.0,2.0,1,,,100.181,2025,Bahrain
0 days 01:49:32.506000,ALO,32.0,0 days 00:02:06.361000,MEDIUM,16.0,2.0,14,0 days 01:49:30.793000,,126.361,2025,Bahrain
0 days 01:52:04.249000,ALO,33.0,,HARD,1.0,3.0,4,,0 days 01:49:55.576000,,2025,Bahrain
0 days 01:53:55.919000,ALO,34.0,0 days 00:01:51.670000,HARD,2.0,3.0,4,,,111.67,2025,Bahrain
0 days 01:56:06.280000,ALO,35.0,0 days 00:02:10.361000,HARD,3.0,3.0,41,,,130.361,2025,Bahrain
0 days 01:57:47.011000,ALO,36.0,0 days 00:01:40.731000,HARD,4.0,3.0,1,,,100.731,2025,Bahrain
0 days 01:59:25.657000,ALO,37.0,0 days 00:01:38.646000,HARD,5.0,3.0,1,,,98.646,2025,Bahrain
0 days 02:01:03.563000,ALO,38.0,0 days 00:01:37.906000,HARD,6.0,3.0,1,,,97.906,2025,Bahrain
0 days 02:02:41.954000,ALO,39.0,0 days 00:01:38.391000,HARD,7.0,3.0,1,,,98.391,2025,Bahrain
0 days 02:04:20.342000,ALO,40.0,0 days 00:01:38.388000,HARD,8.0,3.0,1,,,98.388,2025,Bahrain
0 days 02:05:58.872000,ALO,41.0,0 days 00:01:38.530000,HARD,9.0,3.0,1,,,98.53,2025,Bahrain
0 days 02:07:37.555000,ALO,42.0,0 days 00:01:38.683000,HARD,10.0,3.0,1,,,98.683,2025,Bahrain
0 days 02:09:16.529000,ALO,43.0,0 days 00:01:38.974000,HARD,11.0,3.0,1,,,98.974,2025,Bahrain
0 days 02:10:54.797000,ALO,44.0,0 days 00:01:38.268000,HARD,12.0,3.0,1,,,98.268,2025,Bahrain
0 days 02:12:33.218000,ALO,45.0,0 days 00:01:38.421000,HARD,13.0,3.0,1,,,98.421,2025,Bahrain
0 days 02:14:11.238000,ALO,46.0,0 days 00:01:38.020000,HARD,14.0,3.0,1,,,98.02,2025,Bahrain
0 days 02:15:49.356000,ALO,47.0,0 days 00:01:38.118000,HARD,15.0,3.0,1,,,98.118,2025,Bahrain
0 days 02:17:27.685000,ALO,48.0,0 days 00:01:38.329000,HARD,16.0,3.0,1,,,98.329,2025,Bahrain
0 days 02:19:06.227000,ALO,49.0,0 days 00:01:38.542000,HARD,17.0,3.0,1,,,98.542,2025,Bahrain
0 days 02:20:44.343000,ALO,50.0,0 days 00:01:38.116000,HARD,18.0,3.0,1,,,98.116,2025,Bahrain
0 days 02:22:22.580000,ALO,51.0,0 days 00:01:38.237000,HARD,19.0,3.0,1,,,98.237,2025,Bahrain
0 days 02:24:01.190000,ALO,52.0,0 days 00:01:38.610000,HARD,20.0,3.0,1,,,98.61,2025,Bahrain
0 days 02:25:39.791000,ALO,53.0,0 days 00:01:38.601000,HARD,21.0,3.0,1,,,98.601,2025,Bahrain
0 days 02:27:18.233000,ALO,54.0,0 days 00:01:38.442000,HARD,22.0,3.0,1,,,98.442,2025,Bahrain
0 days 02:28:56.877000,ALO,55.0,0 days 00:01:38.644000,HARD,23.0,3.0,1,,,98.644,2025,Bahrain
0 days 02:30:36.195000,ALO,56.0,0 days 00:01:39.318000,HARD,24.0,3.0,1,,,99.318,2025,Bahrain
0 days 02:32:14.945000,ALO,57.0,0 days 00:01:38.750000,HARD,25.0,3.0,1,,,98.75,2025,Bahrain
0 days 00:57:23.601000,LAW,1.0,0 days 00:01:48.467000,MEDIUM,1.0,1.0,1,,,108.467,2025,Bahrain
0 days 00:59:03.731000,LAW,2.0,0 days 00:01:40.130000,MEDIUM,2.0,1.0,1,,,100.13,2025,Bahrain
0 days 01:00:43.420000,LAW,3.0,0 days 00:01:39.689000,MEDIUM,3.0,1.0,1,,,99.689,2025,Bahrain
0 days 01:02:23.061000,LAW,4.0,0 days 00:01:39.641000,MEDIUM,4.0,1.0,1,,,99.641,2025,Bahrain
0 days 01:04:03.019000,LAW,5.0,0 days 00:01:39.958000,MEDIUM,5.0,1.0,1,,,99.958,2025,Bahrain
0 days 01:05:42.725000,LAW,6.0,0 days 00:01:39.706000,MEDIUM,6.0,1.0,1,,,99.706,2025,Bahrain
0 days 01:07:22.334000,LAW,7.0,0 days 00:01:39.609000,MEDIUM,7.0,1.0,1,,,99.609,2025,Bahrain
0 days 01:09:02.321000,LAW,8.0,0 days 00:01:39.987000,MEDIUM,8.0,1.0,1,,,99.987,2025,Bahrain
0 days 01:10:42.389000,LAW,9.0,0 days 00:01:40.068000,MEDIUM,9.0,1.0,1,,,100.068,2025,Bahrain
0 days 01:12:22.688000,LAW,10.0,0 days 00:01:40.299000,MEDIUM,10.0,1.0,1,,,100.299,2025,Bahrain
0 days 01:14:02.952000,LAW,11.0,0 days 00:01:40.264000,MEDIUM,11.0,1.0,1,,,100.264,2025,Bahrain
0 days 01:15:43.100000,LAW,12.0,0 days 00:01:40.148000,MEDIUM,12.0,1.0,1,,,100.148,2025,Bahrain
0 days 01:17:23.068000,LAW,13.0,0 days 00:01:39.968000,MEDIUM,13.0,1.0,1,,,99.968,2025,Bahrain
0 days 01:19:07.052000,LAW,14.0,0 days 00:01:43.984000,MEDIUM,14.0,1.0,1,0 days 01:19:05.384000,,103.984,2025,Bahrain
0 days 01:21:07.860000,LAW,15.0,0 days 00:02:00.808000,HARD,1.0,2.0,1,,0 days 01:19:30.576000,120.808,2025,Bahrain
0 days 01:22:45.720000,LAW,16.0,0 days 00:01:37.860000,HARD,2.0,2.0,1,,,97.86,2025,Bahrain
0 days 01:24:23.914000,LAW,17.0,0 days 00:01:38.194000,HARD,3.0,2.0,1,,,98.194,2025,Bahrain
0 days 01:26:03.750000,LAW,18.0,0 days 00:01:39.836000,HARD,4.0,2.0,1,,,99.836,2025,Bahrain
0 days 01:27:42.692000,LAW,19.0,0 days 00:01:38.942000,HARD,5.0,2.0,1,,,98.942,2025,Bahrain
0 days 01:29:21.537000,LAW,20.0,0 days 00:01:38.845000,HARD,6.0,2.0,1,,,98.845,2025,Bahrain
0 days 01:31:00.540000,LAW,21.0,0 days 00:01:39.003000,HARD,7.0,2.0,1,,,99.003,2025,Bahrain
0 days 01:32:39.603000,LAW,22.0,0 days 00:01:39.063000,HARD,8.0,2.0,1,,,99.063,2025,Bahrain
0 days 01:34:18.792000,LAW,23.0,0 days 00:01:39.189000,HARD,9.0,2.0,1,,,99.189,2025,Bahrain
0 days 01:35:57.827000,LAW,24.0,0 days 00:01:39.035000,HARD,10.0,2.0,1,,,99.035,2025,Bahrain
0 days 01:37:36.973000,LAW,25.0,0 days 00:01:39.146000,HARD,11.0,2.0,1,,,99.146,2025,Bahrain
0 days 01:39:16.294000,LAW,26.0,0 days 00:01:39.321000,HARD,12.0,2.0,1,,,99.321,2025,Bahrain
0 days 01:40:55.610000,LAW,27.0,0 days 00:01:39.316000,HARD,13.0,2.0,1,,,99.316,2025,Bahrain
0 days 01:42:36.378000,LAW,28.0,0 days 00:01:40.768000,HARD,14.0,2.0,1,,,100.768,2025,Bahrain
0 days 01:44:15.775000,LAW,29.0,0 days 00:01:39.397000,HARD,15.0,2.0,1,,,99.397,2025,Bahrain
0 days 01:45:55.717000,LAW,30.0,0 days 00:01:39.942000,HARD,16.0,2.0,1,,,99.942,2025,Bahrain
0 days 01:47:34.830000,LAW,31.0,0 days 00:01:39.113000,HARD,17.0,2.0,1,,,99.113,2025,Bahrain
0 days 01:49:44.132000,LAW,32.0,0 days 00:02:09.302000,HARD,18.0,2.0,14,0 days 01:49:42.611000,,129.302,2025,Bahrain
0 days 01:52:16.235000,LAW,33.0,,SOFT,1.0,3.0,4,,0 days 01:50:06.553000,,2025,Bahrain
0 days 01:54:06.352000,LAW,34.0,0 days 00:01:50.117000,SOFT,2.0,3.0,4,,,110.117,2025,Bahrain
0 days 01:56:06.812000,LAW,35.0,0 days 00:02:00.460000,SOFT,3.0,3.0,41,,,120.46,2025,Bahrain
0 days 01:57:45.824000,LAW,36.0,0 days 00:01:39.012000,SOFT,4.0,3.0,1,,,99.012,2025,Bahrain
0 days 01:59:24.182000,LAW,37.0,0 days 00:01:38.358000,SOFT,5.0,3.0,1,,,98.358,2025,Bahrain
0 days 02:01:02.009000,LAW,38.0,0 days 00:01:37.827000,SOFT,6.0,3.0,1,,,97.827,2025,Bahrain
0 days 02:02:40.419000,LAW,39.0,0 days 00:01:38.410000,SOFT,7.0,3.0,1,,,98.41,2025,Bahrain
0 days 02:04:18.777000,LAW,40.0,0 days 00:01:38.358000,SOFT,8.0,3.0,1,,,98.358,2025,Bahrain
0 days 02:05:56.467000,LAW,41.0,0 days 00:01:37.690000,SOFT,9.0,3.0,1,,,97.69,2025,Bahrain
0 days 02:07:34.036000,LAW,42.0,0 days 00:01:37.569000,SOFT,10.0,3.0,1,,,97.569,2025,Bahrain
0 days 02:09:11.516000,LAW,43.0,0 days 00:01:37.480000,SOFT,11.0,3.0,1,,,97.48,2025,Bahrain
0 days 02:10:48.896000,LAW,44.0,0 days 00:01:37.380000,SOFT,12.0,3.0,1,,,97.38,2025,Bahrain
0 days 02:12:26.432000,LAW,45.0,0 days 00:01:37.536000,SOFT,13.0,3.0,1,,,97.536,2025,Bahrain
0 days 02:14:04.159000,LAW,46.0,0 days 00:01:37.727000,SOFT,14.0,3.0,1,,,97.727,2025,Bahrain
0 days 02:15:42.093000,LAW,47.0,0 days 00:01:37.934000,SOFT,15.0,3.0,1,,,97.934,2025,Bahrain
0 days 02:17:19.988000,LAW,48.0,0 days 00:01:37.895000,SOFT,16.0,3.0,1,,,97.895,2025,Bahrain
0 days 02:18:57.785000,LAW,49.0,0 days 00:01:37.797000,SOFT,17.0,3.0,1,,,97.797,2025,Bahrain
0 days 02:20:35.517000,LAW,50.0,0 days 00:01:37.732000,SOFT,18.0,3.0,1,,,97.732,2025,Bahrain
0 days 02:22:13.494000,LAW,51.0,0 days 00:01:37.977000,SOFT,19.0,3.0,1,,,97.977,2025,Bahrain
0 days 02:23:51.228000,LAW,52.0,0 days 00:01:37.734000,SOFT,20.0,3.0,1,,,97.734,2025,Bahrain
0 days 02:25:29.377000,LAW,53.0,0 days 00:01:38.149000,SOFT,21.0,3.0,1,,,98.149,2025,Bahrain
0 days 02:27:07.783000,LAW,54.0,0 days 00:01:38.406000,SOFT,22.0,3.0,1,,,98.406,2025,Bahrain
0 days 02:28:45.926000,LAW,55.0,0 days 00:01:38.143000,SOFT,23.0,3.0,1,,,98.143,2025,Bahrain
0 days 02:30:24.321000,LAW,56.0,0 days 00:01:38.395000,SOFT,24.0,3.0,1,,,98.395,2025,Bahrain
0 days 02:32:03.993000,LAW,57.0,0 days 00:01:39.672000,SOFT,25.0,3.0,1,,,99.672,2025,Bahrain
0 days 00:57:23.972000,STR,1.0,0 days 00:01:48.838000,SOFT,1.0,1.0,1,,,108.838,2025,Bahrain
0 days 00:59:04.222000,STR,2.0,0 days 00:01:40.250000,SOFT,2.0,1.0,1,,,100.25,2025,Bahrain
0 days 01:00:43.930000,STR,3.0,0 days 00:01:39.708000,SOFT,3.0,1.0,1,,,99.708,2025,Bahrain
0 days 01:02:23.774000,STR,4.0,0 days 00:01:39.844000,SOFT,4.0,1.0,1,,,99.844,2025,Bahrain
0 days 01:04:03.748000,STR,5.0,0 days 00:01:39.974000,SOFT,5.0,1.0,1,,,99.974,2025,Bahrain
0 days 01:05:43.553000,STR,6.0,0 days 00:01:39.805000,SOFT,6.0,1.0,1,,,99.805,2025,Bahrain
0 days 01:07:23.408000,STR,7.0,0 days 00:01:39.855000,SOFT,7.0,1.0,1,,,99.855,2025,Bahrain
0 days 01:09:03.807000,STR,8.0,0 days 00:01:40.399000,SOFT,8.0,1.0,1,,,100.399,2025,Bahrain
0 days 01:10:43.955000,STR,9.0,0 days 00:01:40.148000,SOFT,9.0,1.0,1,,,100.148,2025,Bahrain
0 days 01:12:24.474000,STR,10.0,0 days 00:01:40.519000,SOFT,10.0,1.0,1,,,100.519,2025,Bahrain
0 days 01:14:04.944000,STR,11.0,0 days 00:01:40.470000,SOFT,11.0,1.0,1,,,100.47,2025,Bahrain
0 days 01:15:47.778000,STR,12.0,0 days 00:01:42.834000,SOFT,12.0,1.0,1,0 days 01:15:46.098000,,102.834,2025,Bahrain
0 days 01:17:45.535000,STR,13.0,0 days 00:01:57.757000,MEDIUM,1.0,2.0,1,,0 days 01:16:10.701000,117.757,2025,Bahrain
0 days 01:19:24.559000,STR,14.0,0 days 00:01:39.024000,MEDIUM,2.0,2.0,1,,,99.024,2025,Bahrain
0 days 01:21:03.934000,STR,15.0,0 days 00:01:39.375000,MEDIUM,3.0,2.0,1,,,99.375,2025,Bahrain
0 days 01:22:43.027000,STR,16.0,0 days 00:01:39.093000,MEDIUM,4.0,2.0,1,,,99.093,2025,Bahrain
0 days 01:24:22.726000,STR,17.0,0 days 00:01:39.699000,MEDIUM,5.0,2.0,1,,,99.699,2025,Bahrain
0 days 01:26:01.985000,STR,18.0,0 days 00:01:39.259000,MEDIUM,6.0,2.0,1,,,99.259,2025,Bahrain
0 days 01:27:41.500000,STR,19.0,0 days 00:01:39.515000,MEDIUM,7.0,2.0,1,,,99.515,2025,Bahrain
0 days 01:29:20.167000,STR,20.0,0 days 00:01:38.667000,MEDIUM,8.0,2.0,1,,,98.667,2025,Bahrain
0 days 01:30:59.393000,STR,21.0,0 days 00:01:39.226000,MEDIUM,9.0,2.0,1,,,99.226,2025,Bahrain
0 days 01:32:38.484000,STR,22.0,0 days 00:01:39.091000,MEDIUM,10.0,2.0,1,,,99.091,2025,Bahrain
0 days 01:34:17.627000,STR,23.0,0 days 00:01:39.143000,MEDIUM,11.0,2.0,1,,,99.143,2025,Bahrain
0 days 01:35:56.554000,STR,24.0,0 days 00:01:38.927000,MEDIUM,12.0,2.0,1,,,98.927,2025,Bahrain
0 days 01:37:36.012000,STR,25.0,0 days 00:01:39.458000,MEDIUM,13.0,2.0,1,,,99.458,2025,Bahrain
0 days 01:39:15.277000,STR,26.0,0 days 00:01:39.265000,MEDIUM,14.0,2.0,1,,,99.265,2025,Bahrain
0 days 01:40:54.734000,STR,27.0,0 days 00:01:39.457000,MEDIUM,15.0,2.0,1,,,99.457,2025,Bahrain
0 days 01:42:35.017000,STR,28.0,0 days 00:01:40.283000,MEDIUM,16.0,2.0,1,,,100.283,2025,Bahrain
0 days 01:44:14.753000,STR,29.0,0 days 00:01:39.736000,MEDIUM,17.0,2.0,1,,,99.736,2025,Bahrain
0 days 01:45:54.788000,STR,30.0,0 days 00:01:40.035000,MEDIUM,18.0,2.0,1,,,100.035,2025,Bahrain
0 days 01:47:34.175000,STR,31.0,0 days 00:01:39.387000,MEDIUM,19.0,2.0,1,,,99.387,2025,Bahrain
0 days 01:49:44.918000,STR,32.0,0 days 00:02:10.743000,MEDIUM,20.0,2.0,14,0 days 01:49:43.251000,,130.743,2025,Bahrain
0 days 01:52:17.571000,STR,33.0,,HARD,1.0,3.0,4,,0 days 01:50:07.742000,,2025,Bahrain
0 days 01:54:08.693000,STR,34.0,0 days 00:01:51.122000,HARD,2.0,3.0,4,,,111.122,2025,Bahrain
0 days 01:56:07.623000,STR,35.0,0 days 00:01:58.930000,HARD,3.0,3.0,41,,,118.93,2025,Bahrain
0 days 01:57:47.641000,STR,36.0,0 days 00:01:40.018000,HARD,4.0,3.0,1,,,100.018,2025,Bahrain
0 days 01:59:26.247000,STR,37.0,0 days 00:01:38.606000,HARD,5.0,3.0,1,,,98.606,2025,Bahrain
0 days 02:01:04.311000,STR,38.0,0 days 00:01:38.064000,HARD,6.0,3.0,1,,,98.064,2025,Bahrain
0 days 02:02:42.640000,STR,39.0,0 days 00:01:38.329000,HARD,7.0,3.0,1,,,98.329,2025,Bahrain
0 days 02:04:21.015000,STR,40.0,0 days 00:01:38.375000,HARD,8.0,3.0,1,,,98.375,2025,Bahrain
0 days 02:05:59.670000,STR,41.0,0 days 00:01:38.655000,HARD,9.0,3.0,1,,,98.655,2025,Bahrain
0 days 02:07:38.207000,STR,42.0,0 days 00:01:38.537000,HARD,10.0,3.0,1,,,98.537,2025,Bahrain
0 days 02:09:17.103000,STR,43.0,0 days 00:01:38.896000,HARD,11.0,3.0,1,,,98.896,2025,Bahrain
0 days 02:10:57.358000,STR,44.0,0 days 00:01:40.255000,HARD,12.0,3.0,1,,,100.255,2025,Bahrain
0 days 02:12:35.638000,STR,45.0,0 days 00:01:38.280000,HARD,13.0,3.0,1,,,98.28,2025,Bahrain
0 days 02:14:13.933000,STR,46.0,0 days 00:01:38.295000,HARD,14.0,3.0,1,,,98.295,2025,Bahrain
0 days 02:15:52.285000,STR,47.0,0 days 00:01:38.352000,HARD,15.0,3.0,1,,,98.352,2025,Bahrain
0 days 02:17:30.698000,STR,48.0,0 days 00:01:38.413000,HARD,16.0,3.0,1,,,98.413,2025,Bahrain
0 days 02:19:09.346000,STR,49.0,0 days 00:01:38.648000,HARD,17.0,3.0,1,,,98.648,2025,Bahrain
0 days 02:20:48.071000,STR,50.0,0 days 00:01:38.725000,HARD,18.0,3.0,1,,,98.725,2025,Bahrain
0 days 02:22:26.698000,STR,51.0,0 days 00:01:38.627000,HARD,19.0,3.0,1,,,98.627,2025,Bahrain
0 days 02:24:05.392000,STR,52.0,0 days 00:01:38.694000,HARD,20.0,3.0,1,,,98.694,2025,Bahrain
0 days 02:25:44.188000,STR,53.0,0 days 00:01:38.796000,HARD,21.0,3.0,1,,,98.796,2025,Bahrain
0 days 02:27:23.022000,STR,54.0,0 days 00:01:38.834000,HARD,22.0,3.0,1,,,98.834,2025,Bahrain
0 days 02:29:02.086000,STR,55.0,0 days 00:01:39.064000,HARD,23.0,3.0,1,,,99.064,2025,Bahrain
0 days 02:30:41.111000,STR,56.0,0 days 00:01:39.025000,HARD,24.0,3.0,1,,,99.025,2025,Bahrain
0 days 02:32:20.091000,STR,57.0,0 days 00:01:38.980000,HARD,25.0,3.0,1,,,98.98,2025,Bahrain
0 days 00:57:24.441000,BOR,1.0,0 days 00:01:49.307000,MEDIUM,1.0,1.0,1,,,109.307,2025,Bahrain
0 days 00:59:04.891000,BOR,2.0,0 days 00:01:40.450000,MEDIUM,2.0,1.0,1,,,100.45,2025,Bahrain
0 days 01:00:44.791000,BOR,3.0,0 days 00:01:39.900000,MEDIUM,3.0,1.0,1,,,99.9,2025,Bahrain
0 days 01:02:24.870000,BOR,4.0,0 days 00:01:40.079000,MEDIUM,4.0,1.0,1,,,100.079,2025,Bahrain
0 days 01:04:05.596000,BOR,5.0,0 days 00:01:40.726000,MEDIUM,5.0,1.0,1,,,100.726,2025,Bahrain
0 days 01:05:45.549000,BOR,6.0,0 days 00:01:39.953000,MEDIUM,6.0,1.0,1,,,99.953,2025,Bahrain
0 days 01:07:25.321000,BOR,7.0,0 days 00:01:39.772000,MEDIUM,7.0,1.0,1,,,99.772,2025,Bahrain
0 days 01:09:05.452000,BOR,8.0,0 days 00:01:40.131000,MEDIUM,8.0,1.0,1,,,100.131,2025,Bahrain
0 days 01:10:45.777000,BOR,9.0,0 days 00:01:40.325000,MEDIUM,9.0,1.0,1,,,100.325,2025,Bahrain
0 days 01:12:26.089000,BOR,10.0,0 days 00:01:40.312000,MEDIUM,10.0,1.0,1,,,100.312,2025,Bahrain
0 days 01:14:06.337000,BOR,11.0,0 days 00:01:40.248000,MEDIUM,11.0,1.0,1,,,100.248,2025,Bahrain
0 days 01:15:47.240000,BOR,12.0,0 days 00:01:40.903000,MEDIUM,12.0,1.0,1,,,100.903,2025,Bahrain
0 days 01:17:30.233000,BOR,13.0,0 days 00:01:42.993000,MEDIUM,13.0,1.0,1,0 days 01:17:28.545000,,102.993,2025,Bahrain
0 days 01:19:29.307000,BOR,14.0,0 days 00:01:59.074000,HARD,1.0,2.0,1,,0 days 01:17:52.614000,119.074,2025,Bahrain
0 days 01:21:08.562000,BOR,15.0,0 days 00:01:39.255000,HARD,2.0,2.0,1,,,99.255,2025,Bahrain
0 days 01:22:47.018000,BOR,16.0,0 days 00:01:38.456000,HARD,3.0,2.0,1,,,98.456,2025,Bahrain
0 days 01:24:26.280000,BOR,17.0,0 days 00:01:39.262000,HARD,4.0,2.0,1,,,99.262,2025,Bahrain
0 days 01:26:05.545000,BOR,18.0,0 days 00:01:39.265000,HARD,5.0,2.0,1,,,99.265,2025,Bahrain
0 days 01:27:44.498000,BOR,19.0,0 days 00:01:38.953000,HARD,6.0,2.0,1,,,98.953,2025,Bahrain
0 days 01:29:23.262000,BOR,20.0,0 days 00:01:38.764000,HARD,7.0,2.0,1,,,98.764,2025,Bahrain
0 days 01:31:02.582000,BOR,21.0,0 days 00:01:39.320000,HARD,8.0,2.0,1,,,99.32,2025,Bahrain
0 days 01:32:41.749000,BOR,22.0,0 days 00:01:39.167000,HARD,9.0,2.0,1,,,99.167,2025,Bahrain
0 days 01:34:21.001000,BOR,23.0,0 days 00:01:39.252000,HARD,10.0,2.0,1,,,99.252,2025,Bahrain
0 days 01:36:00.788000,BOR,24.0,0 days 00:01:39.787000,HARD,11.0,2.0,1,,,99.787,2025,Bahrain
0 days 01:37:40.146000,BOR,25.0,0 days 00:01:39.358000,HARD,12.0,2.0,1,,,99.358,2025,Bahrain
0 days 01:39:19.911000,BOR,26.0,0 days 00:01:39.765000,HARD,13.0,2.0,1,,,99.765,2025,Bahrain
0 days 01:41:00.230000,BOR,27.0,0 days 00:01:40.319000,HARD,14.0,2.0,1,,,100.319,2025,Bahrain
0 days 01:42:40.100000,BOR,28.0,0 days 00:01:39.870000,HARD,15.0,2.0,1,,,99.87,2025,Bahrain
0 days 01:44:19.953000,BOR,29.0,0 days 00:01:39.853000,HARD,16.0,2.0,1,,,99.853,2025,Bahrain
0 days 01:45:59.833000,BOR,30.0,0 days 00:01:39.880000,HARD,17.0,2.0,1,,,99.88,2025,Bahrain
0 days 01:47:39.762000,BOR,31.0,0 days 00:01:39.929000,HARD,18.0,2.0,1,,,99.929,2025,Bahrain
0 days 01:49:52.419000,BOR,32.0,0 days 00:02:12.657000,HARD,19.0,2.0,14,0 days 01:49:50.777000,,132.657,2025,Bahrain
0 days 01:52:24.362000,BOR,33.0,,MEDIUM,1.0,3.0,4,,0 days 01:50:16.083000,,2025,Bahrain
0 days 01:54:10.838000,BOR,34.0,0 days 00:01:46.476000,MEDIUM,2.0,3.0,4,,,106.476,2025,Bahrain
0 days 01:56:07.669000,BOR,35.0,0 days 00:01:56.831000,MEDIUM,3.0,3.0,41,,,116.831,2025,Bahrain
0 days 01:57:48.117000,BOR,36.0,0 days 00:01:40.448000,MEDIUM,4.0,3.0,1,,,100.448,2025,Bahrain
0 days 01:59:26.818000,BOR,37.0,0 days 00:01:38.701000,MEDIUM,5.0,3.0,1,,,98.701,2025,Bahrain
0 days 02:01:04.824000,BOR,38.0,0 days 00:01:38.006000,MEDIUM,6.0,3.0,1,,,98.006,2025,Bahrain
0 days 02:02:43.257000,BOR,39.0,0 days 00:01:38.433000,MEDIUM,7.0,3.0,1,,,98.433,2025,Bahrain
